Log File 1: Normal Traffic (No Anomalies)
======================================================================
Timestamp           | IP Address      | Request              | Status | Bytes
----------------------------------------------------------------------
2026-06-14 08:00:00 | 192.168.1.17 | POST /login | 304 | 4750
2026-06-14 08:00:18 | 192.168.1.15 | POST /login | 200 | 1927
2026-06-14 08:00:36 | 192.168.1.15 | POST /login | 200 | 2235
2026-06-14 08:00:54 | 192.168.1.14 | GET /index.html | 200 | 4451
2026-06-14 08:01:12 | 192.168.1.12 | GET /api/data | 304 | 1752
2026-06-14 08:01:30 | 192.168.1.19 | GET /api/data | 201 | 2108
2026-06-14 08:01:48 | 192.168.1.21 | GET /index.html | 304 | 917
2026-06-14 08:02:06 | 192.168.1.16 | GET /profile | 200 | 1143
2026-06-14 08:02:24 | 192.168.1.23 | POST /login | 200 | 4248
2026-06-14 08:02:42 | 192.168.1.15 | GET /profile | 200 | 1171
2026-06-14 08:03:00 | 192.168.1.15 | GET /api/data | 200 | 2103
2026-06-14 08:03:18 | 192.168.1.16 | GET /index.html | 201 | 3765
2026-06-14 08:03:36 | 192.168.1.14 | PUT /settings | 200 | 2084
2026-06-14 08:03:54 | 192.168.1.19 | GET /profile | 201 | 2746
2026-06-14 08:04:12 | 192.168.1.17 | GET /profile | 201 | 806
2026-06-14 08:04:30 | 192.168.1.21 | PUT /settings | 304 | 2184
2026-06-14 08:04:48 | 192.168.1.18 | GET /profile | 200 | 802
2026-06-14 08:05:06 | 192.168.1.20 | POST /login | 201 | 4745
2026-06-14 08:05:24 | 192.168.1.17 | POST /login | 200 | 2882
2026-06-14 08:05:42 | 192.168.1.24 | GET /index.html | 200 | 3309
2026-06-14 08:06:00 | 192.168.1.10 | GET /index.html | 201 | 3236
2026-06-14 08:06:18 | 192.168.1.20 | GET /index.html | 200 | 2473
2026-06-14 08:06:36 | 192.168.1.17 | GET /api/data | 200 | 1724
2026-06-14 08:06:54 | 192.168.1.10 | GET /api/data | 304 | 4919
2026-06-14 08:07:12 | 192.168.1.10 | GET /index.html | 304 | 4842
2026-06-14 08:07:30 | 192.168.1.11 | GET /profile | 200 | 2614
2026-06-14 08:07:48 | 192.168.1.11 | PUT /settings | 200 | 3062
2026-06-14 08:08:06 | 192.168.1.22 | GET /api/data | 200 | 1006
2026-06-14 08:08:24 | 192.168.1.22 | GET /api/data | 201 | 4629
2026-06-14 08:08:42 | 192.168.1.20 | POST /login | 200 | 3577
2026-06-14 08:09:00 | 192.168.1.16 | POST /login | 200 | 4877
2026-06-14 08:09:18 | 192.168.1.21 | GET /index.html | 200 | 1796
2026-06-14 08:09:36 | 192.168.1.15 | GET /index.html | 304 | 1416
2026-06-14 08:09:54 | 192.168.1.12 | POST /login | 200 | 1122
2026-06-14 08:10:12 | 192.168.1.19 | PUT /settings | 200 | 2550
2026-06-14 08:10:30 | 192.168.1.17 | POST /login | 200 | 597
2026-06-14 08:10:48 | 192.168.1.18 | GET /profile | 200 | 3726
2026-06-14 08:11:06 | 192.168.1.19 | PUT /settings | 200 | 1276
2026-06-14 08:11:24 | 192.168.1.23 | PUT /settings | 200 | 3256
2026-06-14 08:11:42 | 192.168.1.10 | POST /login | 200 | 3545
2026-06-14 08:12:00 | 192.168.1.19 | GET /api/data | 201 | 2198
2026-06-14 08:12:18 | 192.168.1.18 | POST /login | 200 | 1437
2026-06-14 08:12:36 | 192.168.1.18 | GET /index.html | 201 | 4093
2026-06-14 08:12:54 | 192.168.1.20 | GET /api/data | 201 | 3945
2026-06-14 08:13:12 | 192.168.1.13 | POST /login | 200 | 2579
2026-06-14 08:13:30 | 192.168.1.22 | GET /index.html | 200 | 1593
2026-06-14 08:13:48 | 192.168.1.13 | POST /login | 200 | 2308
2026-06-14 08:14:06 | 192.168.1.16 | GET /api/data | 200 | 2412
2026-06-14 08:14:24 | 192.168.1.12 | PUT /settings | 200 | 977
2026-06-14 08:14:42 | 192.168.1.10 | PUT /settings | 200 | 1078
2026-06-14 08:15:00 | 192.168.1.22 | POST /login | 200 | 968
2026-06-14 08:15:18 | 192.168.1.17 | GET /index.html | 304 | 3112
2026-06-14 08:15:36 | 192.168.1.21 | GET /profile | 200 | 2982
2026-06-14 08:15:54 | 192.168.1.18 | GET /api/data | 201 | 1479
2026-06-14 08:16:12 | 192.168.1.10 | GET /index.html | 304 | 3734
2026-06-14 08:16:30 | 192.168.1.18 | GET /profile | 200 | 3112
2026-06-14 08:16:48 | 192.168.1.10 | POST /login | 200 | 969
2026-06-14 08:17:06 | 192.168.1.14 | PUT /settings | 304 | 2101
2026-06-14 08:17:24 | 192.168.1.18 | GET /profile | 200 | 2416
2026-06-14 08:17:42 | 192.168.1.13 | GET /api/data | 304 | 888
2026-06-14 08:18:00 | 192.168.1.13 | POST /login | 200 | 4076
2026-06-14 08:18:18 | 192.168.1.15 | POST /login | 304 | 2974
2026-06-14 08:18:36 | 192.168.1.21 | POST /login | 201 | 507
2026-06-14 08:18:54 | 192.168.1.24 | GET /api/data | 201 | 2820
2026-06-14 08:19:12 | 192.168.1.10 | PUT /settings | 200 | 1694
2026-06-14 08:19:30 | 192.168.1.15 | GET /api/data | 200 | 1670
2026-06-14 08:19:48 | 192.168.1.14 | POST /login | 200 | 3447
2026-06-14 08:20:06 | 192.168.1.22 | POST /login | 200 | 1897
2026-06-14 08:20:24 | 192.168.1.19 | GET /index.html | 201 | 2104
2026-06-14 08:20:42 | 192.168.1.16 | GET /index.html | 200 | 4104
2026-06-14 08:21:00 | 192.168.1.14 | POST /login | 200 | 2751
2026-06-14 08:21:18 | 192.168.1.24 | GET /profile | 200 | 1007
2026-06-14 08:21:36 | 192.168.1.19 | PUT /settings | 304 | 3003
2026-06-14 08:21:54 | 192.168.1.15 | POST /login | 201 | 2772
2026-06-14 08:22:12 | 192.168.1.21 | POST /login | 304 | 1836
2026-06-14 08:22:30 | 192.168.1.10 | PUT /settings | 200 | 511
2026-06-14 08:22:48 | 192.168.1.17 | GET /profile | 200 | 3140
2026-06-14 08:23:06 | 192.168.1.15 | POST /login | 304 | 3207
2026-06-14 08:23:24 | 192.168.1.21 | GET /api/data | 200 | 2608
2026-06-14 08:23:42 | 192.168.1.19 | POST /login | 201 | 2503
2026-06-14 08:24:00 | 192.168.1.23 | GET /index.html | 200 | 4092
2026-06-14 08:24:18 | 192.168.1.18 | GET /profile | 201 | 1654
2026-06-14 08:24:36 | 192.168.1.18 | GET /api/data | 201 | 4757
2026-06-14 08:24:54 | 192.168.1.21 | GET /profile | 200 | 4869
2026-06-14 08:25:12 | 192.168.1.23 | PUT /settings | 200 | 2538
2026-06-14 08:25:30 | 192.168.1.20 | GET /api/data | 200 | 3376
2026-06-14 08:25:48 | 192.168.1.14 | GET /profile | 200 | 3382
2026-06-14 08:26:06 | 192.168.1.10 | GET /api/data | 200 | 2532
2026-06-14 08:26:24 | 192.168.1.11 | POST /login | 200 | 3689
2026-06-14 08:26:42 | 192.168.1.23 | GET /index.html | 304 | 3230
2026-06-14 08:27:00 | 192.168.1.14 | GET /index.html | 201 | 4521
2026-06-14 08:27:18 | 192.168.1.14 | GET /profile | 200 | 3226
2026-06-14 08:27:36 | 192.168.1.16 | PUT /settings | 304 | 1914
2026-06-14 08:27:54 | 192.168.1.23 | PUT /settings | 201 | 3259
2026-06-14 08:28:12 | 192.168.1.21 | GET /index.html | 200 | 3103
2026-06-14 08:28:30 | 192.168.1.17 | PUT /settings | 200 | 4278
2026-06-14 08:28:48 | 192.168.1.10 | GET /index.html | 200 | 4957
2026-06-14 08:29:06 | 192.168.1.17 | GET /index.html | 200 | 2021
2026-06-14 08:29:24 | 192.168.1.12 | GET /index.html | 200 | 2501
2026-06-14 08:29:42 | 192.168.1.18 | GET /profile | 200 | 3346
2026-06-14 08:30:00 | 192.168.1.23 | POST /login | 304 | 3690
2026-06-14 08:30:18 | 192.168.1.11 | PUT /settings | 304 | 2993
2026-06-14 08:30:36 | 192.168.1.19 | PUT /settings | 200 | 1085
2026-06-14 08:30:54 | 192.168.1.24 | POST /login | 304 | 2943
2026-06-14 08:31:12 | 192.168.1.20 | GET /profile | 200 | 1429
2026-06-14 08:31:30 | 192.168.1.15 | GET /index.html | 200 | 1242
2026-06-14 08:31:48 | 192.168.1.21 | GET /profile | 304 | 3193
2026-06-14 08:32:06 | 192.168.1.10 | GET /api/data | 200 | 1513
2026-06-14 08:32:24 | 192.168.1.10 | GET /api/data | 304 | 1520
2026-06-14 08:32:42 | 192.168.1.13 | GET /profile | 200 | 1640
2026-06-14 08:33:00 | 192.168.1.19 | GET /profile | 304 | 3887
2026-06-14 08:33:18 | 192.168.1.10 | GET /api/data | 200 | 2509
2026-06-14 08:33:36 | 192.168.1.24 | GET /index.html | 200 | 4370
2026-06-14 08:33:54 | 192.168.1.20 | GET /profile | 200 | 1831
2026-06-14 08:34:12 | 192.168.1.21 | PUT /settings | 200 | 1117
2026-06-14 08:34:30 | 192.168.1.19 | PUT /settings | 200 | 3275
2026-06-14 08:34:48 | 192.168.1.12 | GET /index.html | 200 | 4900
2026-06-14 08:35:06 | 192.168.1.10 | POST /login | 200 | 2042
2026-06-14 08:35:24 | 192.168.1.16 | PUT /settings | 304 | 4165
2026-06-14 08:35:42 | 192.168.1.12 | GET /index.html | 200 | 3210
2026-06-14 08:36:00 | 192.168.1.11 | PUT /settings | 200 | 1755
2026-06-14 08:36:18 | 192.168.1.10 | GET /api/data | 200 | 3741
2026-06-14 08:36:36 | 192.168.1.14 | GET /index.html | 201 | 4562
2026-06-14 08:36:54 | 192.168.1.21 | GET /index.html | 200 | 1674
2026-06-14 08:37:12 | 192.168.1.10 | GET /api/data | 200 | 1117
2026-06-14 08:37:30 | 192.168.1.21 | GET /api/data | 201 | 1358
